caseid,Trip number,Purpose_category,Date,Day of week,Start time - first hour,Main mode,Distance (km),Travel Time (minutes),Distance (miles) - rounded,Distance category,Origin eastings,Origin northings,Destination eastings,Destination northings,Travel time source (stated / calculated),Weight_2,trip_number_numeric,potential_duplicate_flag,date_day_mismatch_flag,distance_category_zero_flag,distance_category_review_flag,zero_distance_flag,mode_distance_review_flag,trip_internal_gap_flag,trip_starts_above_1_flag,valid_distance,distance_analysis_valid,valid_travel_time,travel_time_source,valid_od_geometry,same_origin_destination_flag,od_straight_line_km,reported_to_straight_line_ratio,spatial_distance_review_flag,origin_lta,destination_lta,od_scope,mode_group,distance_band,distance_band_order,start_hour,time_band,day_type,is_car_van,is_car_driver,is_car_passenger,is_active_wheeling,is_public_transport,is_short_trip,is_mid_distance_trip,is_short_car,is_mid_car,is_mid_public_transport,respondent_trip_count,validated_chain_member,short_car_chain_status,ModeKey,PurposeKey,DistanceKey,DateKey,TimeKey,OriginLTAKey,DestinationLTAKey
6435361344,$trip2pipe,leisure,2024-11-19,Tuesday,11.0,Car/ van (as the driver),23.316523,27.487286,14.0,5,477162.0,166781.0,495241.0,167046.0,stated,0.2544299466196725,2,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,18.08094206616458,1.2895635036424855,False,Wokingham,Windsor and Maidenhead,Between TfSE LTAs,Car / van,10 to <25 miles,5,11.0,10:00-15:00,Weekday,True,True,False,False,False,False,True,False,True,False,3,False,,2.0,4,5.0,20241119.0,12.0,17.0,16.0
6435361344,$trip3pipe,leisure,2024-11-19,Tuesday,19.0,Car/ van (as the driver),30.476965,30.986745,18.0,5,477162.0,166781.0,489649.0,185370.0,stated,0.2544299466196725,3,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,22.39366182650796,1.3609638850544583,False,Wokingham,Windsor and Maidenhead,Between TfSE LTAs,Car / van,10 to <25 miles,5,19.0,19:00-24:00,Weekday,True,True,False,False,False,False,True,False,True,False,3,False,,2.0,4,5.0,20241119.0,20.0,17.0,16.0
6435367176,$trip1pipe,shopping,2024-11-24,Sunday,10.0,Car/ van (as a passenger),23.152454,26.364969,14.0,5,504736.0,118928.0,517154.0,130627.0,stated,1.68300313145084,1,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,17.06087116767488,1.3570499286031068,False,West Sussex,West Sussex,Within same LTA,Car / van,10 to <25 miles,5,10.0,10:00-15:00,Weekend,True,False,True,False,False,False,True,False,True,False,1,False,,1.0,7,5.0,20241124.0,11.0,15.0,15.0
6435367220,$trip1pipe,leisure,2024-11-23,Saturday,11.0,Car/ van (as a passenger),11.676172,19.739514,7.0,4,448876.0,119068.0,444576.0,110662.0,stated,1.4741607871205047,1,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,9.441972039780673,1.2366242931885685,False,Hampshire,Southampton,Between TfSE LTAs,Car / van,5 to <10 miles,4,11.0,10:00-15:00,Weekend,True,False,True,False,False,False,True,False,True,False,2,False,,1.0,4,4.0,20241123.0,12.0,4.0,12.0
6435367220,$trip2pipe,shopping,2024-11-23,Saturday,16.0,Car/ van (as a passenger),6.584795,11.738497,4.0,3,448876.0,119068.0,448423.0,113985.0,stated,1.4741607871205047,2,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,5.10314589248632,1.290340338828095,False,Hampshire,Hampshire,Within same LTA,Car / van,2 to <5 miles,3,16.0,15:00-19:00,Weekend,True,False,True,False,False,True,False,True,False,False,2,False,Not identified in validated chain,1.0,7,3.0,20241123.0,17.0,4.0,4.0
6435367736,$trip1pipe,shopping,2024-11-18,Monday,13.0,Car/ van (as the driver),1.65935,3.24124,1.0,2,530661.0,117012.0,530112.0,118423.0,stated,1.1826830250215286,1,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,1.514041611053012,1.0959738410663142,False,West Sussex,West Sussex,Within same LTA,Car / van,1 to <2 miles,2,13.0,10:00-15:00,Weekday,True,True,False,False,False,True,False,True,False,False,1,False,Not identified in validated chain,2.0,7,2.0,20241118.0,14.0,15.0,15.0
6435368762,$trip1pipe,shopping,2024-11-20,Wednesday,9.0,Car/ van (as the driver),6.478212,9.96565,4.0,3,559967.0,168787.0,562453.0,172322.0,stated,1.5653110700154145,1,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,4.321622496239115,1.4990231112591748,False,Kent,Kent,Within same LTA,Car / van,2 to <5 miles,3,9.0,06:00-10:00,Weekday,True,True,False,False,False,True,False,True,False,False,1,False,Not identified in validated chain,2.0,7,3.0,20241120.0,10.0,6.0,6.0
6435369216,$trip1pipe,shopping,2024-11-20,Wednesday,5.0,Car/ van (as the driver),10.84793,12.415198,6.5,4,444007.0,176529.0,447105.0,167216.0,stated,1.2112225141903297,1,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,9.81476301293108,1.105266625970256,False,West Berkshire,West Berkshire,Within same LTA,Car / van,5 to <10 miles,4,5.0,00:00-06:00,Weekday,True,True,False,False,False,False,True,False,True,False,1,False,,2.0,7,4.0,20241120.0,6.0,14.0,14.0
6435369572,$trip1pipe,other,2024-11-24,Sunday,10.0,Car/ van (as a passenger),,,0.0,0,,,,,stated,0.9495350122714192,1,False,False,True,False,False,False,False,False,False,False,False,stated,False,False,,,False,,,,Car / van,,0,10.0,10:00-15:00,Weekend,True,False,True,False,False,False,False,False,False,False,3,False,,1.0,5,,20241124.0,11.0,,
6435369572,$trip2pipe,shopping,2024-11-24,Sunday,14.0,Car/ van (as a passenger),19.380352,21.795688,12.0,5,547495.0,121983.0,558356.0,109223.0,stated,0.9495350122714192,2,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,16.756459082992446,1.1565899396770982,False,East Sussex,East Sussex,Within same LTA,Car / van,10 to <25 miles,5,14.0,10:00-15:00,Weekend,True,False,True,False,False,False,True,False,True,False,3,True,,1.0,7,5.0,20241124.0,15.0,3.0,3.0
6435369572,$trip3pipe,shopping,2024-11-24,Sunday,14.0,Car/ van (as a passenger),1.557887,4.715282,1.0,1,558356.0,109223.0,559130.0,109459.0,stated,0.9495350122714192,3,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,0.8091798316814378,1.9252667194667763,False,East Sussex,East Sussex,Within same LTA,Car / van,Under 1 mile,1,14.0,10:00-15:00,Weekend,True,False,True,False,False,True,False,True,False,False,3,True,Part of validated chain,1.0,7,1.0,20241124.0,15.0,3.0,3.0
6435369822,$trip1pipe,shopping,2024-11-21,Thursday,11.0,Walking,1.54799,18.57588,1.0,1,468462.0,108938.0,467969.0,109727.0,stated,1.3196885924732564,1,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,0.9303601453200798,1.663861041110517,False,Hampshire,Hampshire,Within same LTA,Active / wheeling,Under 1 mile,1,11.0,10:00-15:00,Weekday,False,False,False,True,False,True,False,False,False,False,1,False,,15.0,7,1.0,20241121.0,12.0,4.0,4.0
6435370020,$trip1pipe,leisure,2024-11-24,Sunday,10.0,Car/ van (as the driver),7.488029,9.588076,4.5,3,461516.0,153504.0,462333.0,159266.0,stated,1.3196885924732564,1,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,5.819633407698461,1.286683967085369,False,Hampshire,Hampshire,Within same LTA,Car / van,2 to <5 miles,3,10.0,10:00-15:00,Weekend,True,True,False,False,False,True,False,True,False,False,2,False,Not identified in validated chain,2.0,4,3.0,20241124.0,11.0,4.0,4.0
6435370020,$trip2pipe,leisure,2024-11-24,Sunday,13.0,Car/ van (as the driver),7.488029,9.588076,4.5,3,461516.0,153504.0,462333.0,159266.0,stated,1.3196885924732564,2,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,5.819633407698461,1.286683967085369,False,Hampshire,Hampshire,Within same LTA,Car / van,2 to <5 miles,3,13.0,10:00-15:00,Weekend,True,True,False,False,False,True,False,True,False,False,2,False,Not identified in validated chain,2.0,4,3.0,20241124.0,14.0,4.0,4.0
6435370062,$trip1pipe,leisure,2024-11-24,Sunday,11.0,Public bus service,7.897633,18.9543192,4.5,3,471560.0,139406.0,465574.0,137073.0,stated,1.6137052318767042,1,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,6.424568857129636,1.2292860697158905,False,Hampshire,Hampshire,Within same LTA,Public transport,2 to <5 miles,3,11.0,10:00-15:00,Weekend,False,False,False,False,True,True,False,False,False,False,1,False,,11.0,4,3.0,20241124.0,12.0,4.0,4.0
6435370350,$trip1pipe,commute,2024-11-18,Monday,6.0,Car/ van (as the driver),1.928191,4.402718,1.0,2,471611.0,107646.0,471424.0,106405.0,stated,2.0233684834317964,1,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,1.255009960119839,1.5363949779457369,False,Hampshire,Hampshire,Within same LTA,Car / van,1 to <2 miles,2,6.0,06:00-10:00,Weekday,True,True,False,False,False,True,False,True,False,False,1,False,Not identified in validated chain,2.0,2,2.0,20241118.0,7.0,4.0,4.0
6435370484,$trip1pipe,shopping,2024-11-24,Sunday,11.0,Car/ van (as a passenger),18.076858,23.154533,10.0,5,506456.0,160876.0,503685.0,171551.0,stated,1.0660809029424296,1,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,11.028783523127109,1.6390618205619178,False,Surrey,Surrey,Within same LTA,Car / van,10 to <25 miles,5,11.0,10:00-15:00,Weekend,True,False,True,False,False,False,True,False,True,False,1,False,,1.0,7,5.0,20241124.0,12.0,13.0,13.0
6435370854,$trip1pipe,leisure,2024-11-20,Wednesday,11.0,Walking,0.535437,6.425244000000001,0.0,1,509121.0,101784.0,509352.0,102145.0,stated,1.2047420916216507,1,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,0.4285813808368254,1.249323988257572,False,West Sussex,West Sussex,Within same LTA,Active / wheeling,Under 1 mile,1,11.0,10:00-15:00,Weekday,False,False,False,True,False,True,False,False,False,False,2,False,,15.0,4,1.0,20241120.0,12.0,15.0,15.0
6435370854,$trip2pipe,shopping,2024-11-20,Wednesday,14.0,Car/ van (as the driver),6.087048,10.982701,3.5,3,509121.0,101784.0,505435.0,103274.0,stated,1.2047420916216507,2,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,3.975763574459628,1.5310387265237044,False,West Sussex,West Sussex,Within same LTA,Car / van,2 to <5 miles,3,14.0,10:00-15:00,Weekday,True,True,False,False,False,True,False,True,False,False,2,False,Not identified in validated chain,2.0,7,3.0,20241120.0,15.0,15.0,15.0
6435372788,$trip1pipe,shopping,2024-11-18,Monday,11.0,Walking,0.83211,9.985320000000002,0.5,1,474612.0,170094.0,474165.0,169896.0,stated,0.2544299466196725,1,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,0.48888955808035,1.702040852063445,False,Wokingham,Wokingham,Within same LTA,Active / wheeling,Under 1 mile,1,11.0,10:00-15:00,Weekday,False,False,False,True,False,True,False,False,False,False,2,True,,15.0,7,1.0,20241118.0,12.0,17.0,17.0
6435372788,$trip2pipe,shopping,2024-11-18,Monday,12.0,Walking,0.284499,3.413988,0.0,1,474165.0,169896.0,474282.0,170065.0,stated,0.2544299466196725,2,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,0.2055480479109446,1.3840997416003749,False,Wokingham,Wokingham,Within same LTA,Active / wheeling,Under 1 mile,1,12.0,10:00-15:00,Weekday,False,False,False,True,False,True,False,False,False,False,2,True,,15.0,7,1.0,20241118.0,13.0,17.0,17.0
6435373716,$trip1pipe,leisure,2024-11-22,Friday,16.0,Rail,102.514016,87.86915657142858,65.0,7,528787.0,105861.0,530029.0,180385.0,stated,0.4920904304410181,1,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,74.53434872593978,1.375392926245864,False,Brighton and Hove,Outside TfSE,Outbound,Public transport,50 to <100 miles,7,16.0,15:00-19:00,Weekday,False,False,False,False,True,False,False,False,False,False,1,False,,12.0,4,7.0,20241122.0,17.0,2.0,8.0
6435384132,$trip1pipe,commute,2024-11-21,Thursday,8.0,Car/ van (as the driver),13.357219,17.429467,8.0,4,518993.0,131644.0,509198.0,128820.0,stated,1.1249573631037677,1,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,10.193968854180396,1.3103060438057352,False,West Sussex,West Sussex,Within same LTA,Car / van,5 to <10 miles,4,8.0,06:00-10:00,Weekday,True,True,False,False,False,False,True,False,True,False,1,False,,2.0,2,4.0,20241121.0,9.0,15.0,15.0
6435404258,$trip1pipe,leisure,2024-11-23,Saturday,8.0,Car/ van (as the driver),264.730699,178.719251,165.0,8,563713.0,173578.0,517086.0,364710.0,stated,1.5321773790843272,1,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,196.73718141978145,1.3456058335772314,False,Kent,Outside TfSE,Outbound,Car / van,100+ miles,8,8.0,06:00-10:00,Weekend,True,True,False,False,False,False,False,False,False,False,1,False,,2.0,4,8.0,20241123.0,9.0,6.0,8.0
6435437666,$trip1pipe,commute,2024-11-22,Friday,6.0,Car/ van (as the driver),3.274599,7.536566,2.0,3,526035.0,138130.0,528174.0,137027.0,stated,1.571545294232911,1,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,2.406642890002586,1.3606501461446494,False,West Sussex,West Sussex,Within same LTA,Car / van,2 to <5 miles,3,6.0,06:00-10:00,Weekday,True,True,False,False,False,True,False,True,False,False,2,False,Not identified in validated chain,2.0,2,3.0,20241122.0,7.0,15.0,15.0
6435437666,$trip2pipe,other,2024-11-22,Friday,19.0,Car/ van (as the driver),0.287583,1.092179,0.0,1,526035.0,138130.0,526179.0,138046.0,stated,1.571545294232911,2,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,0.1667093278733976,1.725056442063015,False,West Sussex,West Sussex,Within same LTA,Car / van,Under 1 mile,1,19.0,19:00-24:00,Weekday,True,True,False,False,False,True,False,True,False,False,2,False,Not identified in validated chain,2.0,5,1.0,20241122.0,20.0,15.0,15.0
6435456236,$trip1pipe,leisure,2024-11-22,Friday,10.0,Rail,310.780265,266.3830842857143,195.0,8,531018.0,106200.0,319749.242497,180099.050083,stated,0.6695090560978119,1,False,False,False,False,False,True,False,False,True,False,True,stated,True,False,223.8203688229272,1.388525390403007,False,Brighton and Hove,Outside TfSE,Outbound,Public transport,100+ miles,8,10.0,10:00-15:00,Weekday,False,False,False,False,True,False,False,False,False,False,1,False,,12.0,4,8.0,20241122.0,11.0,2.0,8.0
6435456834,$trip1pipe,shopping,2024-11-21,Thursday,13.0,Car/ van (as the driver),4.836901,9.304234,3.0,3,485197.0,167153.0,487022.0,169497.0,stated,0.3395542145888387,1,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,2.970683591364116,1.62821143728031,False,Bracknell Forest,Bracknell Forest,Within same LTA,Car / van,2 to <5 miles,3,13.0,10:00-15:00,Weekday,True,True,False,False,False,True,False,True,False,False,1,False,Not identified in validated chain,2.0,7,3.0,20241121.0,14.0,1.0,1.0
6435456840,$trip1pipe,shopping,2024-11-21,Thursday,12.0,Car/ van (as a passenger),6.798678,8.620248,4.0,3,487339.0,166422.0,491685.0,164492.0,stated,0.3003364223642321,1,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,4.755272442247658,1.4297136667918215,False,Bracknell Forest,Surrey,Between TfSE LTAs,Car / van,2 to <5 miles,3,12.0,10:00-15:00,Weekday,True,False,True,False,False,True,False,True,False,False,1,False,Not identified in validated chain,1.0,7,3.0,20241121.0,13.0,1.0,13.0
6435456852,$trip1pipe,shopping,2024-11-23,Saturday,10.0,Car/ van (as a passenger),39.349983,34.506519,25.0,5,483396.0,161650.0,501686.0,152585.0,stated,0.5510274116972647,1,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,20.41318997609144,1.9276743637857645,False,Bracknell Forest,Surrey,Between TfSE LTAs,Car / van,10 to <25 miles,5,10.0,10:00-15:00,Weekend,True,False,True,False,False,False,True,False,True,False,3,False,,1.0,7,5.0,20241123.0,11.0,1.0,13.0
6435456852,$trip2pipe,leisure,2024-11-23,Saturday,14.0,Car/ van (as a passenger),5.36793,8.964955,3.0,3,483396.0,161650.0,485457.0,165997.0,stated,0.5510274116972647,2,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,4.810834646919388,1.115800145705974,False,Bracknell Forest,Bracknell Forest,Within same LTA,Car / van,2 to <5 miles,3,14.0,10:00-15:00,Weekend,True,False,True,False,False,True,False,True,False,False,3,False,Not identified in validated chain,1.0,4,3.0,20241123.0,15.0,1.0,1.0
6435456852,$trip3pipe,leisure,2024-11-23,Saturday,15.0,Car/ van (as a passenger),3.712329,6.869972,2.0,3,483396.0,161650.0,484477.0,164751.0,stated,0.5510274116972647,3,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,3.284016138815399,1.1304234946114182,False,Bracknell Forest,Bracknell Forest,Within same LTA,Car / van,2 to <5 miles,3,15.0,15:00-19:00,Weekend,True,False,True,False,False,True,False,True,False,False,3,False,Not identified in validated chain,1.0,4,3.0,20241123.0,16.0,1.0,1.0
6435456902,$trip1pipe,business,2024-11-21,Thursday,18.0,Car/ van (as a passenger),5.064761,9.136672,3.0,3,485670.0,149212.0,484445.0,145592.0,stated,1.0660809029424296,1,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,3.821652129642362,1.3252804881730484,False,Surrey,Surrey,Within same LTA,Car / van,2 to <5 miles,3,18.0,15:00-19:00,Weekday,True,False,True,False,False,True,False,True,False,False,1,False,Not identified in validated chain,1.0,1,3.0,20241121.0,19.0,13.0,13.0
6435457970,$trip1pipe,commute,2024-11-24,Sunday,9.0,Public bus service,6.943463,16.6643112,4.0,3,459497.0,84898.0,460767.0,90462.0,stated,0.3470112663425843,1,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,5.707100489740828,1.216635840297832,False,Isle of Wight,Isle of Wight,Within same LTA,Public transport,2 to <5 miles,3,9.0,06:00-10:00,Weekend,False,False,False,False,True,True,False,False,False,False,2,False,,11.0,2,3.0,20241124.0,10.0,5.0,5.0
6435457970,$trip2pipe,commute,2024-11-24,Sunday,16.0,Public bus service,0.0,0.0,0.0,0,459497.0,84898.0,459497.0,84898.0,stated,0.3470112663425843,2,False,False,True,False,True,False,False,False,False,False,False,stated,True,True,0.0,,False,Isle of Wight,Isle of Wight,Within same LTA,Public transport,,0,16.0,15:00-19:00,Weekend,False,False,False,False,True,False,False,False,False,False,2,False,,11.0,2,,20241124.0,17.0,5.0,5.0
6435458142,$trip1pipe,shopping,2024-11-21,Thursday,9.0,Car/ van (as the driver),20.301302,21.804101,12.0,5,499381.0,150464.0,485466.0,150949.0,stated,1.1278687996615189,1,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,13.923449644394882,1.4580655310641806,False,Surrey,Hampshire,Between TfSE LTAs,Car / van,10 to <25 miles,5,9.0,06:00-10:00,Weekday,True,True,False,False,False,False,True,False,True,False,1,False,,2.0,7,5.0,20241121.0,10.0,13.0,4.0
6435458162,$trip1pipe,personal business,2024-11-24,Sunday,10.0,Walking,0.109341,1.3120919999999998,0.0,1,637079.0,150258.0,637150.0,150226.0,stated,1.0788838538549108,1,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,0.0778781098897501,1.404001716975296,False,Kent,Kent,Within same LTA,Active / wheeling,Under 1 mile,1,10.0,10:00-15:00,Weekend,False,False,False,True,False,True,False,False,False,False,1,False,,15.0,6,1.0,20241124.0,11.0,6.0,6.0
6435458166,$trip1pipe,leisure,2024-11-24,Sunday,7.0,Walking,2.840134,34.081608,1.5,2,577590.0,156630.0,577736.0,156377.0,stated,1.0788838538549108,1,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,0.2921044333795706,9.723008881242936,True,Kent,Kent,Within same LTA,Active / wheeling,1 to <2 miles,2,7.0,06:00-10:00,Weekend,False,False,False,True,False,True,False,False,False,False,1,False,,15.0,4,2.0,20241124.0,8.0,6.0,6.0
6435458168,$trip1pipe,personal business,2024-11-23,Saturday,9.0,Car/ van (as the driver),27.957277,26.072695,16.0,5,570435.0,161861.0,554235.0,173984.0,stated,1.056046601343934,1,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,20.23381152922009,1.38171085361877,False,Kent,Kent,Within same LTA,Car / van,10 to <25 miles,5,9.0,06:00-10:00,Weekend,True,True,False,False,False,False,True,False,True,False,2,False,,2.0,6,5.0,20241123.0,10.0,6.0,6.0
6435458168,$trip2pipe,personal business,2024-11-23,Saturday,20.0,Car/ van (as the driver),27.957277,26.072695,16.0,5,570435.0,161861.0,554235.0,173984.0,stated,1.056046601343934,2,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,20.23381152922009,1.38171085361877,False,Kent,Kent,Within same LTA,Car / van,10 to <25 miles,5,20.0,19:00-24:00,Weekend,True,True,False,False,False,False,True,False,True,False,2,False,,2.0,6,5.0,20241123.0,21.0,6.0,6.0
6435458198,$trip1pipe,other,2024-11-19,Tuesday,17.0,Rail,1.255915,1.0764985714285713,0.5,1,579385.0,129176.0,578730.0,129636.0,stated,1.0788838538549108,1,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,0.8003905296791061,1.5691277612986294,False,Kent,Kent,Within same LTA,Public transport,Under 1 mile,1,17.0,15:00-19:00,Weekday,False,False,False,False,True,True,False,False,False,False,1,False,,12.0,5,1.0,20241119.0,18.0,6.0,6.0
6435458226,$trip2pipe,leisure,2024-11-23,Saturday,12.0,Car/ van (as the driver),67.779697,45.648352,40.0,6,590750.0,172228.0,631087.0,164643.0,stated,1.056046601343934,2,False,False,False,False,False,False,False,True,True,True,True,stated,True,False,41.04394954192396,1.6513931470159091,False,Kent,Kent,Within same LTA,Car / van,25 to <50 miles,6,12.0,10:00-15:00,Weekend,True,True,False,False,False,False,False,False,False,False,1,False,,2.0,4,6.0,20241123.0,13.0,6.0,6.0
6435458252,$trip1pipe,shopping,2024-11-21,Thursday,11.0,Car/ van (as the driver),1.848985,3.810785,1.0,2,577396.0,157253.0,578379.0,156308.0,stated,1.0788838538549108,1,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,1.363566646702683,1.3559916594257673,False,Kent,Kent,Within same LTA,Car / van,1 to <2 miles,2,11.0,10:00-15:00,Weekday,True,True,False,False,False,True,False,True,False,False,2,False,Not identified in validated chain,2.0,7,2.0,20241121.0,12.0,6.0,6.0
6435458252,$trip2pipe,personal business,2024-11-21,Thursday,14.0,Car/ van (as a passenger),3.390585,5.659096,2.0,3,577396.0,157253.0,575616.0,158158.0,stated,1.0788838538549108,2,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,1.996853775317562,1.6979635874743966,False,Kent,Kent,Within same LTA,Car / van,2 to <5 miles,3,14.0,10:00-15:00,Weekday,True,False,True,False,False,True,False,True,False,False,2,False,Not identified in validated chain,1.0,6,3.0,20241121.0,15.0,6.0,6.0
6435458298,$trip1pipe,shopping,2024-11-19,Tuesday,11.0,Car/ van (as the driver),6.253683,10.940674,3.5,3,446588.0,131952.0,446349.0,127588.0,stated,1.8136130266966448,1,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,4.370539669194184,1.4308720371717891,False,Hampshire,Hampshire,Within same LTA,Car / van,2 to <5 miles,3,11.0,10:00-15:00,Weekday,True,True,False,False,False,True,False,True,False,False,2,False,Not identified in validated chain,2.0,7,3.0,20241119.0,12.0,4.0,4.0
6435458298,$trip2pipe,leisure,2024-11-19,Tuesday,18.0,Car/ van (as the driver),35.847684,26.408509,20.0,5,446588.0,131952.0,463612.0,152375.0,stated,1.8136130266966448,2,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,26.5878826723754,1.3482714829806837,False,Hampshire,Hampshire,Within same LTA,Car / van,10 to <25 miles,5,18.0,15:00-19:00,Weekday,True,True,False,False,False,False,True,False,True,False,2,False,,2.0,4,5.0,20241119.0,19.0,4.0,4.0
6435458318,$trip1pipe,leisure,2024-11-24,Sunday,11.0,Public bus service,9.59566,23.029584,6.0,4,435088.0,114568.0,442929.0,112072.0,stated,1.3196885924732564,1,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,8.228687440898456,1.166122795271987,False,Hampshire,Southampton,Between TfSE LTAs,Public transport,5 to <10 miles,4,11.0,10:00-15:00,Weekend,False,False,False,False,True,False,True,False,False,True,1,False,,11.0,4,4.0,20241124.0,12.0,4.0,12.0
6435458346,$trip1pipe,shopping,2024-11-20,Wednesday,10.0,Car/ van (as the driver),2.782186,6.975426,1.5,2,447927.0,110455.0,446451.0,112065.0,stated,1.6235708095095365,1,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,2.184187720870164,1.273785203266136,False,Hampshire,Southampton,Between TfSE LTAs,Car / van,1 to <2 miles,2,10.0,10:00-15:00,Weekday,True,True,False,False,False,True,False,True,False,False,2,True,Part of validated chain,2.0,7,2.0,20241120.0,11.0,4.0,12.0
6435458346,$trip2pipe,shopping,2024-11-20,Wednesday,11.0,Car/ van (as the driver),1.026915,2.483819,0.5,1,446451.0,112065.0,447219.0,111565.0,stated,1.6235708095095365,2,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,0.9164191180895344,1.1205735233250231,False,Southampton,Southampton,Within same LTA,Car / van,Under 1 mile,1,11.0,10:00-15:00,Weekday,True,True,False,False,False,True,False,True,False,False,2,True,Part of validated chain,2.0,7,1.0,20241120.0,12.0,12.0,12.0
6435458352,$trip1pipe,leisure,2024-11-22,Friday,12.0,Rail,389.559294,333.90796628571434,240.0,8,486715.0,150082.0,157258.0,37814.0,stated,1.4741607871205047,1,False,False,False,False,False,True,False,False,True,False,True,stated,True,False,348.0603664208265,1.1192291096108276,False,Hampshire,Outside TfSE,Outbound,Public transport,100+ miles,8,12.0,10:00-15:00,Weekday,False,False,False,False,True,False,False,False,False,False,1,False,,12.0,4,8.0,20241122.0,13.0,4.0,8.0
6435458396,$trip1pipe,personal business,2024-11-19,Tuesday,9.0,Car/ van (as the driver),8.405166,14.46541,5.0,4,454719.0,103241.0,460967.0,100437.0,stated,1.6235708095095365,1,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,6.848351626486479,1.2273268749070114,False,Hampshire,Hampshire,Within same LTA,Car / van,5 to <10 miles,4,9.0,06:00-10:00,Weekday,True,True,False,False,False,False,True,False,True,False,3,False,,2.0,6,4.0,20241119.0,10.0,4.0,4.0
6435458396,$trip2pipe,shopping,2024-11-19,Tuesday,11.0,Car/ van (as the driver),6.345773,10.017253,3.5,3,454719.0,103241.0,457525.0,106226.0,stated,1.6235708095095365,2,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,4.096811076923124,1.548954267319044,False,Hampshire,Hampshire,Within same LTA,Car / van,2 to <5 miles,3,11.0,10:00-15:00,Weekday,True,True,False,False,False,True,False,True,False,False,3,False,Not identified in validated chain,2.0,7,3.0,20241119.0,12.0,4.0,4.0
6435458396,$trip3pipe,personal business,2024-11-19,Tuesday,15.0,Car/ van (as the driver),8.405166,14.46541,5.0,4,454719.0,103241.0,460967.0,100437.0,stated,1.6235708095095365,3,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,6.848351626486479,1.2273268749070114,False,Hampshire,Hampshire,Within same LTA,Car / van,5 to <10 miles,4,15.0,15:00-19:00,Weekday,True,True,False,False,False,False,True,False,True,False,3,False,,2.0,6,4.0,20241119.0,16.0,4.0,4.0
6435458414,$trip1pipe,commute,2024-11-20,Wednesday,7.0,Walking,3.123144,37.477728,1.5,2,436464.0,147183.0,436157.150219,145776.380485,stated,1.824700764256982,1,False,False,False,False,False,False,False,False,True,True,True,stated,True,False,1.4396997076052274,2.169302378476541,False,Hampshire,Hampshire,Within same LTA,Active / wheeling,1 to <2 miles,2,7.0,06:00-10:00,Weekday,False,False,False,True,False,True,False,False,False,False,2,False,,15.0,2,2.0,20241120.0,8.0,4.0,4.0
